timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1727273261001,1537,Filling_Info & Confirmation,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-34,,true,,5780,1127,20,20,null,1537,5011,0
1727273267282,268,https://blazedemo.com/confirmation.php,200,OK,Thread Group 1-44,text,true,,5780,1127,19,19,https://blazedemo.com/confirmation.php,260,0,0
1727273262276,268,Filling_Info & Confirmation,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-44,,true,,5780,1127,19,19,null,260,5006,0
1727273265811,1909,https://blazedemo.com/confirmation.php,200,OK,Thread Group 1-24,text,true,,5780,1127,18,18,https://blazedemo.com/confirmation.php,1611,0,0
1727273260809,1909,Filling_Info & Confirmation,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-24,,true,,5780,1127,18,18,null,1611,5002,0
1727273267344,669,https://blazedemo.com/confirmation.php,200,OK,Thread Group 1-42,text,true,,5780,1127,17,17,https://blazedemo.com/confirmation.php,664,0,0
1727273262343,669,Filling_Info & Confirmation,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-42,,true,,5780,1127,17,17,null,664,5002,0
1727273266657,1491,https://blazedemo.com/confirmation.php,200,OK,Thread Group 1-38,text,true,,5780,1127,16,16,https://blazedemo.com/confirmation.php,399,0,0
1727273261646,1491,Filling_Info & Confirmation,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-38,,true,,5780,1127,16,16,null,399,5011,0
1727273264965,3419,https://blazedemo.com/confirmation.php,200,OK,Thread Group 1-19,text,true,,5780,1127,15,15,https://blazedemo.com/confirmation.php,3064,0,0
1727273259953,3419,Filling_Info & Confirmation,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-19,,true,,5780,1127,15,15,null,3064,5012,0
1727273267235,1806,https://blazedemo.com/confirmation.php,200,OK,Thread Group 1-43,text,true,,5780,1127,14,14,https://blazedemo.com/confirmation.php,1805,0,0
1727273262221,1806,Filling_Info & Confirmation,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-43,,true,,5780,1127,14,14,null,1805,5014,0
1727273266530,2692,https://blazedemo.com/confirmation.php,200,OK,Thread Group 1-36,text,true,,5780,1127,13,13,https://blazedemo.com/confirmation.php,2692,0,0
1727273261521,2692,Filling_Info & Confirmation,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-36,,true,,5780,1127,13,13,null,2692,5009,0
1727273268724,532,https://blazedemo.com/confirmation.php,200,OK,Thread Group 1-32,text,true,,5780,1127,12,12,https://blazedemo.com/confirmation.php,528,0,0
1727273263719,532,Filling_Info & Confirmation,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-32,,true,,5780,1127,12,12,null,528,5005,0
1727273268788,552,https://blazedemo.com/confirmation.php,200,OK,Thread Group 1-50,text,true,,5780,1127,11,11,https://blazedemo.com/confirmation.php,548,0,0
1727273263779,552,Filling_Info & Confirmation,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-50,,true,,5780,1127,11,11,null,548,5008,0
1727273269120,332,https://blazedemo.com/confirmation.php,200,OK,Thread Group 1-39,text,true,,5780,1127,10,10,https://blazedemo.com/confirmation.php,282,0,0
1727273264106,332,Filling_Info & Confirmation,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-39,,true,,5780,1127,10,10,null,282,5013,0
1727273269088,383,https://blazedemo.com/confirmation.php,200,OK,Thread Group 1-30,text,true,,5780,1127,9,9,https://blazedemo.com/confirmation.php,383,0,0
1727273264079,383,Filling_Info & Confirmation,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-30,,true,,5780,1127,9,9,null,383,5009,0
1727273268994,627,https://blazedemo.com/confirmation.php,200,OK,Thread Group 1-46,text,true,,5780,1127,8,8,https://blazedemo.com/confirmation.php,627,0,0
1727273263992,627,Filling_Info & Confirmation,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-46,,true,,5780,1127,8,8,null,627,5001,0
1727273268457,1323,https://blazedemo.com/confirmation.php,200,OK,Thread Group 1-45,text,true,,5780,1127,7,7,https://blazedemo.com/confirmation.php,1272,0,0
1727273263447,1323,Filling_Info & Confirmation,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-45,,true,,5780,1127,7,7,null,1272,5009,0
1727273266468,3943,https://blazedemo.com/confirmation.php,200,OK,Thread Group 1-28,text,true,,5780,1127,6,6,https://blazedemo.com/confirmation.php,3505,0,0
1727273261462,3943,Filling_Info & Confirmation,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-28,,true,,5780,1127,6,6,null,3505,5007,0
1727273269952,666,https://blazedemo.com/confirmation.php,200,OK,Thread Group 1-48,text,true,,5780,1127,5,5,https://blazedemo.com/confirmation.php,661,0,0
1727273264949,666,Filling_Info & Confirmation,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-48,,true,,5780,1127,5,5,null,661,5003,0
1727273270908,353,https://blazedemo.com/confirmation.php,200,OK,Thread Group 1-49,text,true,,5780,1127,4,4,https://blazedemo.com/confirmation.php,353,0,0
1727273265903,353,Filling_Info & Confirmation,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-49,,true,,5780,1127,4,4,null,353,5004,0
1727273270234,1291,https://blazedemo.com/confirmation.php,200,OK,Thread Group 1-47,text,true,,5780,1127,3,3,https://blazedemo.com/confirmation.php,934,0,0
1727273265230,1291,Filling_Info & Confirmation,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-47,,true,,5780,1127,3,3,null,934,5003,0
1727273269057,2821,https://blazedemo.com/confirmation.php,200,OK,Thread Group 1-41,text,true,,5780,1127,2,2,https://blazedemo.com/confirmation.php,2818,0,0
1727273264044,2821,Filling_Info & Confirmation,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-41,,true,,5780,1127,2,2,null,2818,5012,0
1727273270844,2993,https://blazedemo.com/confirmation.php,200,OK,Thread Group 1-40,text,true,,5780,1127,1,1,https://blazedemo.com/confirmation.php,2692,0,0
1727273265835,2993,Filling_Info & Confirmation,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-40,,true,,5780,1127,1,1,null,2692,5009,0
